#{"t_start": 1707315018.6701698, "env_id": "MountainCarContinuous-v0"}
r,l,t
93.187415,71,114.770613
93.669636,74,114.823095
93.88135,72,114.872447
93.824276,71,114.920842
93.944545,72,114.967045
93.869415,72,115.017191
93.563232,72,115.062565
93.851607,74,115.113485
93.128573,74,115.159578
93.560431,73,115.208412
93.435956,71,115.251736
93.321056,72,115.299775
93.440334,73,115.344581
93.627918,71,115.389896
93.20127,73,115.436062
93.493371,71,115.477952
93.452389,71,115.524474
93.552991,71,115.566401
93.369126,71,115.612805
93.670135,71,115.654881
93.333207,72,115.706985
93.426946,71,115.749328
93.614606,72,115.794278
93.594866,75,116.988053
93.497762,74,117.049192
93.831068,72,117.101955
93.163384,72,117.157283
93.422658,71,117.207026
93.811864,71,117.258953
93.693353,76,117.309996
93.600058,71,117.360315
93.332377,72,117.407173
93.25985,72,117.458174
93.592813,74,117.505167
93.683117,72,117.554907
93.510894,71,117.601311
93.159324,73,117.649162
93.96267,73,117.696623
93.911559,71,117.740564
93.176564,73,117.79011
93.286428,73,117.835214
93.254633,73,117.884144
93.570415,73,117.92957
93.566877,71,117.97607
93.480183,75,118.021067
93.351002,72,118.067994
93.437732,72,118.111483
93.796041,72,118.156487
93.365542,71,118.200989
93.417722,72,118.244242
93.811423,74,118.294903
93.584039,71,119.54327
93.633923,71,119.599284
93.618627,72,119.655479
93.479667,71,119.709147
93.610517,71,119.76146
93.539532,75,119.817338
93.581822,71,119.866389
93.406394,71,119.917891
93.346113,72,119.966236
93.609609,70,120.015234
93.941895,72,120.064868
93.262836,71,120.112886
93.442757,74,120.162265
93.26251,71,120.207282
93.546095,72,120.257996
93.285573,72,120.302554
93.734938,73,120.352579
93.750934,70,120.395566
93.24101,71,120.443899
93.800605,70,120.48681
93.587975,72,120.534817
93.499774,72,120.578275
93.456172,72,120.623422
93.557475,71,120.667611
93.597901,72,120.710267
93.320727,74,120.758926
93.404762,71,120.801432
93.43741,72,120.848673
93.381753,72,120.891564
93.386231,71,122.101966
93.384889,71,122.155649
93.648411,71,122.21367
93.201868,72,122.264871
93.241094,72,122.323479
93.403693,71,122.373665
93.51517,71,122.426781
93.390914,71,122.475434
93.429414,72,122.526963
93.357496,71,122.572233
93.670495,71,122.621078
93.344785,72,122.666478
93.26907,71,122.715864
93.40185,72,122.761306
93.564637,72,122.810791
93.626011,72,122.854771
93.863694,72,122.902818
93.290673,71,122.947038
93.660689,70,122.992566
93.479822,71,123.038242
93.453373,71,123.080777
93.344747,72,123.128184
93.556126,72,123.170654
93.372346,71,123.216405
93.508108,72,123.259122
93.69886,71,123.303987
93.350802,72,123.348743
93.592728,70,123.390408
